TEXT,Sentiment
he is not good human,1
SHIV SENA ZINDABAD,3
ye ek no ka mather focker haieski apni  natin ek katua se shadi kar liya hai,1
ajj agr balasaheb hote toh pk aur OMG nhi bnti js mein Hindu religion ka mzk udya gya hai balasaheb is lion of hindus,1
tamam country ma akeeliat ko hakook hain phir india ma q nai thakry terresiam phla k rhy gy,1
real tiger,2
what a skank lied when he said does not believe in enthronement of  son,1
cartoon,2
Rajat Sharma  Excellent types of Knowledge in parliament rules  Policies of  Upper Level  Lower Level of Hindustan Since  still date,3
jinda hote to tum log nahi hotekhair manao nahi rhe,1
There is a girl who were green shirt at is damn hot ,3
Hats off to Mr Rajat Sharma for asking  such sensible questions,3
NICE THOUGHT,3
I wish Balasaheb should have been PM Instead of impotent man like Manmohan,3
Good,3
power shortage is due to use of acsr wiresuphar cinema judgement stopped use of transformer oil in transformer volt amo comany has supplied dry transformers,2
 man army,2
WHY bollywood is delaying bringing out AUTOBIOGRAPHY OF THIS TIGER,2
this thing is no good,1
Why didnt they talk about development n thinking toh bhai lajawab,2
Hope there is peace in India always,3
Balasaheb thakre is great man,3
great balasaheb,3
"Ek aadmi jo supreme ko he nahe manta vo Indian he nahe

A true hate leader ",2
saheb aapan parat yaaho,2
"Zindagi nahin humein doston se pyaari
Doston pe haazir hai jaan hamaari
Aankhon mein hamaari aansoon hai toh kya
Jaan se bhi pyaari hai muskaan tumhaari ",2
Wow First time i feel embarrassed to be an Indian,1
Vandematram,3
jai bala sahab jai hindutav,3
I am Gujaratiand i respect shree balasheb by heartreally he was tiger,2
He is corrupted and talking about india democracy,1
Bharat mata j ki ji,3
RAJAT SHARMAJI IS  ALL TIME  BEST HOST,3
Dear INDIA TV and rest of the users  I have a simple request  Could anybody let me know at the very beginning of the episode  a SANSKRIT sloka is recited Na Rajay Na cha Rajya Sitam What album it is from and who is the SINGER ,2
A true destructorand proudly accepts it at  SHAME,1
Maharashtra cha vagh,2
good coment saheb,2
"Very good Hindu leader 

Very bad India leader ",2
babbar ka pota Akbar tumhari rajpot narrion ko chodta raha hai,1
I fed up hearing Muslim Hindu Please try to compare our country with AmericaChinaRussia instead of comparing with BangladeshPakistan or any weak country which were the part of India oncePlease avoid these thinking and go for humanity,2
Muslim logo ko chodne k liye sabse sahi bandatha,1
superb Balasaheb,2
jai ho bala sheb thackeray,3
"Hindu Muslim bhai bhai 

SECULARISM is the ONLY 
way forward for India",2
jay Maharashtra,3
"he is just a politition who make his people foolish by region and religion
jai hind",2
Very pretty girl in black saree,2
real tiger,2
katue saale chutiye hote hai,1
fearless to hai but kisi ek ki soch thopi nahi ja skti sab par,3
rajat shahab aap sacche journliz ho,2
Jo cort nhi manta WO desvackt kise he,1
sher to sher hota h,2
o chal wai,2
Mr Rajat Sharma We are human mankind in the base of God At presently all types of humanities populations are suffering for Indian Currency against Rs  Rs those poor populations of Hindustan is facing problem Look into the matter and do the needful with your kind support for poor populations of MuslimZionismChristiansSikhismBuddhismHinduism etc available in whole Hindustan,3
good,3
tiger India miss you,2
waah re thakretughe hindu ki bhut pari h jb mra to koi tere chere pe paisaab v nhi kiya,1
hahahahaha lier,1
hindu samrat,2
babbar sher of hindustan,2
Ye jhot bol raha,1
dhrm ka thekedaar saala gandu,1
babbar sher,2
number be,2
jay hind jay maharashtra,3
kaun Kya poochna chatahai,2
balasaheb thakrey is nothing infront of dilipsahab,1
sour,2
he was very narrow minded person  he was the communal politician,1
Jiyo desh ke lala,3
No hindu no muslim only indain,3
"Tu Prinday Mar De Saro Snober Mar De
Teri Marzi Jisko Dahshat Gard Kah K Marday
Or Ak Jisko Dhondnay Ko Bejh Di Itni Sipah
Ye Na Ho Wo Tujhe Tere Ghar K ander mar de",2
Mother chod,1
AISE LOG DESH MEIN RAHENGE TO DESH MEIN LARAI JHAGRA HOGA HI,2
"achha to ye chahta hai ki inke mission me Muslim Bhi saath de 
murkh
haha",2
jahil ansan,2
India dont have religions Jis k soch ye h ke they Ill  converted  India to one religions country woh Indian hi nahi hai I love my india  and i love to be there as a indian ,1
tu sher nahe tu sour hai,3
yeh boht zalim ta,1
jahanam may jalte rahe  tu kayamathtak,1
if he would have gone to school will be better he would have to born to the bad blood,1
hamesha mazhab ko baantne ka hi kaam Kiya hjodne ka nhi KiyaIm not agree your speech,1
Agar Mughal Emperor Babar Banai hoi Masjid Masjid sirf is Reason ki waja sy gira di gai ky wo Aik Musalman ny banai thi aur Musalman Hindustan ko Occupied krny aay thy to Phir Taaj Mehl ky Bary me kiya khayal hy aur Dilli ka Red Fort jis pr Bari Shan sy Taringa Lehraya jata hy wo kb Gira rahy hein,1
mar gaye mardood na fatiha na durud,1
Vir k saleko kato lavde ko,1
lolDonald Trump of India,3
aagye in k baap ab to asad bhai akbar bhai,1
Raj later said that his uncle was fed with only Wada paav in his last daysghar me hi khana nai mila,1
ye Sher ki aolad hai ball thakre pata nahi is ki maa jangle gai thi ya Sher ghar ko aya tha,1
Ek bat samhaj me nahi aati jab babar masjid banaya tha to koi Hindu paida nahi tha kya jo aj Kal mardo wali bat karte,1
Kahan hai balasaheb,2
banchod gandu  bala,1
Bhagwa atankwadi tha bala lala kala thukkar,2
he is enemy of TheGreatIslam,3
Bosdika mc bc,1
dog,1
musalmanu ka dushman tha ye insan,1
real life villian,1
gaand faad episodevery true hindu muslim christian sikhsub ek haibut religion ko law me mat lao,1
"taj mahal b gira do 
wo b akbar badshah ne banaya",2
idiaet dogs,1
"militancy nh chahiye
bal Thackeray ap to chaly gae mgr aisi aag lga di ap jo kbhi bhujy gi nh",1
kute ki moot Ho gyi sale ki Hindustan ko baat rha hu,1
jabi salo ki aukat Maharashtra tak hai,1
kota begahirat,1
Sab apney mafad keliye leader bantey hain apna ullo seedha karke nikal loooooooab humain sochna hai kiya karna hai Pehley shayad muslims ne zulm kiya ab hindo zulm karrahain hain Kal phir muslim moqa milega tu woh bhi shayad wo hi karainbachega koi nahin,1
too seytan hey harami,1
bal thackrey ya us ke shiv sena kuch bhi karle IN SH ALLAH MUSALMAN Phir galib ayen ge  sal hindustan par sheron ki taran hakumat ki musalmano ne ALLAH KE FAZAL SE gazwe hind is near,1
jb tera baap babar badshah zinda tha tab keya saray hindu na mard tay keya hindo ab mard bany hy jb bhariya jhom may hoty hy wo shair pay hamla karty hy beta bas thora intzar karo baap teray wapis anay walay hy,1
He said he felt proud of demolishing mosque and people clap,1
who is balsaheeb,2
just attack those politicians who visit mosques with  whyswhy why why why media can attack why why headscarf why mosque why terrorismwhy anti national support why why why why,1
Secularism is the biggest gift to India  India should never abandon it ,3
 bihari disliked,1
Shame of those people who praise  the people who are dividing the country on the basis of religion  and regionThackeray and Akbaruddin  owaisi  are two sides of one coin onlyI am damn sure that this is not the culture of my mother landGod Let my country awake Where the world has not been broken up into fragments by narrow domestic walls,1
sour sala,1
Loin nahi gidad,1
kutta,1
kaameena,1
kuta,1
HarAmi ha pura randi ki olaad,1
salaaaaaa,1
kutta sala bal thakra,1
chutiya sala,1
First divided gujarati and marathis then hindu and muslims then biharis and marathis This man is more communal than Jinnah which this era witnessed Yadi PM banta to Hitler ke baad sabse bada dictator ban jata Rajniti ek samraday ka bhala karne ke liye nahin ki jaati balki pure desh ki bhalayi ke liye ki jaati hai Aur hamesha communal bane rahein ge to development bhains charayega  Wondering how some peoples are supporting him like retards Millitant bannoge to Syria jaisa haal hoga aur,1
dushman h sala musalmno ka,1
India ka pagal bulle ka baal thakre is ki maa zaroor chinaal hogi,1
insaniyat aur bhaichare ka dushman bal Thackeray,1
chor sala,1
Ye Desh ka Sab se Gaddar Admi hai  Namak Haram His Desh me Paida hua Usi Desh me Atang phelaya  Sis harabi k Jane k baad Desh me Thoda sakun hai Khushi hai,1
bakwas,1
ye to kutta tha india ka,1
bharwa batein chodney se bachey peda nahi hoteybohat shukar hai hum karachi mein hein pakistan zindabad,1
You could have been a Prime Minister as you desired had you introduced yourself properly you wanted to divide the Very Hindus be it South Indian since you had a bad experience with Times of India with your South Indian Manager Gujarati next Utter Pradesh and now Muslims basically you failed miserably when you try to divide Hindus and for that matter the Country per say I am a South Indian Born in Bombay now Mumbai thanks to you and you created terror for folks like us I remember my School days and the slang used while going to  fro to School and while trying to enjoy a normal social life at age  Basically you are spine less forget about being a Tiger or a Lion you are full of it BIG MISTAKE YOU DID WAS YOUR PERSONAL FRUSTRATION DUE TO FAILURE IN PROFESSION AS A CARTOONIST IN TIMES OF INDIA I am sure was due to few major flaws within you YOU  COULD HAVE NEVER WON ANY ELECTION AND YOU NEVER DID  WHO ARE YOU TO SAY AS TO WHO CAN STAY OR NOT STAY YOUR MUSIC OVER THE YEARS FOR YOUR OWN GOOD CHANGED IF NOT YOU WERE PLACING YOUR LIFE AND THE COUNTRIES FUTURE IN JEOPARDY  GETTING A JOB OR NOT BE IT IN ANY PLACE IMMATERIAL OF IF ITS MAHARASHTRA OR NEHRUS UTTAR PRADESH SHOULD NOT BE BASED ON ANY COMMUNAL OR REGIONAL RIGHTS MAHARASHTRA WAS NOT BUILD BY JUST MAHARASHTRIANS IT WAS BUILD BY PEOPLE OF INDIA AND PEOPLE OF MAHARASHTRA AND THAT COMPRISES OF FREE WILL OF FOLKS TO STAY IN ANY PART OF THE COUNTRY THEY WISH TO LIVE LET THE PLACE AND QUALIFICATION OF THE INDIVIDUAL CREATE FAILURE AND LET FOLKS DECIDE IF THEY WANT TO CONTINUE LIVING NOT LEADERS LIKE YOU REST IN PEACE AND I AM SURE THE CURRENT GENERATION IS WAY TO SMART AND QUALIFIED TO KNOW THE GOOD AND BAD YOU DONT HAVE THE STATURE OF A TIGER OR A LION YOU ARE JUST A ROWDY AND ROGUE PERIOD,1
margaya shitan,1
jab raj thackeray ko upar aana tha toh haji arfaat ka haath tham liya aur abhi shiv sena ki nayya dup rahi thi tab udhav ne haji arfaat ko liya party me yeh sab dekho guys yeh log sabko chutiya banate hai,1
terrorist sala jahannam pahuch gaya,1
Balasaheb  is episode me bar bar repeat kr rhe hain ki rule of land sabko manana chahiye lekin agar aap ish episode ko dhyan  purvak dekhenge to  minte  second ke bad aap payenge jo balasaheb ne khud hi kaha hai ki vo court ko nhi mante iska matlab kya hai kya vo rule of the land man rhe the,1
what a chodu,1
chor sala,1
ye kanoon todta he aur musalmano ko kanoon manne ki dhamki deta he hijda police aur buplik ko bhadkata he,1
Madarchod harami Bala,1
chutiya,1
YOU ARE A RANI BAG Victoria Garden TIGER WHO IS SUFFERING FROM MAL NUTRITION D   I have seen DOGs stronger and well fed in places like Juhu Beach and Chowpatti residential part you are nothing more than a SHAMELESS ROWDY,1
Ur the action now my MP Owaisi is Reaction ,1
"Mit gyae hum ko jahan se mitane wale
Abhi zinda hai aman se rahne wale
Iss jaise lakho aayenge aur jayenge but iss desh ke hindu Muslim pyar se rahengepuri zindgi nafrat ki bat krte krte mar gya ye muslim  se   pe aa gye salam iss desh ke aman pasnd hindu bhaiyo ko jis chutiye ki bato me ni aaye",1
Chor saaala,1
against mislim,1
he is maratha hero not a national hero,1
"liar
there is no evidence of babri masjid being built by baber
he thinks indians dont read history 
he is right for some people",1
saala  kutra,1
From  to  they are all clearly actors hired as audience,1
yi adme india ka qanon manta nahe per mazheb k nam pr sub may nafraty paida krta hy,1
bahut bura tha ab gaya jahannum main pata chala how ha,1
Qanoon ko manay ki baat kar raha hai aur keh raha hai k main supreme Court ko nhi manta ye sawal karnay k bijaye has rahe hain sab jahi log,1
He is mindblowing disgusting man in the world now he is in jahannam the big one bht jhagde karaye na ab kara jhagde beta insaniyat k naam pe kalank hai saale sab,1
Chutiya,1
mar gaya mardood jis ko na dua na darood,1
Itne koshish ke baad bhi Hindumusalmaan christian aur sikho ki ekta ka Baal bhi ukhadna paya ye baal ka thakreaaj bhi kaee jagha sab miljuhul kar rehte haiaur aapas me tyohaar mil kar manate haileader vo hota hai jo sab ko milaap ki baat karta,1
kutta Mar gaya madarchod,1
tmlog sabko apna baap maan lete ho sabko bhagwaan manne lagte ho ek kaam kro tumlog khud yeh decide krlo kitne tmlog k baap hai aur kitne hindu fir india ki baat krna,1
soprim court ko nahi manta kanun ko nahi manta to kya ham ise indian kahenge  yahi baat koi muslman kah de to sab kahenge ki ye pakistan se mila huwa hai aatankwadi hai,1
Marathi loge mc,1
Bastard sala chotya bala,1
jo buri mout mara pv narsimha rao hum musalman uspe bharosa kiya ta warna babri masjeed ki ek int bhi nahi girti,1
jo marzy karlo ak din any wala hi chupni key jagha nahi mily gy  banya hi tu,1
oo tuaadi pen da phudda hindoyon,1
thats just a gangster attitude he doesnt accept supreme court then what kind of person one should consider him A person with attitude like that can only produce turmoil in society india is widely diverse in religion and culture a person like bal thakery will be good enough to divide india,1
bhenchod gando ki aulad,1
mar gya kuty ka bacha bharwa ab narkh ma gand mrwa rha hoga,1
tumhara  dharm  roat  pe  he  ghanpati  durgha  mata,1
Sala thakrey,1
is maa ke laude bahenchod madarchod ki poti NEHA THAKKREY MUSLIM SE SHADI KI HAI MUHAMMAD NABI randi ka pilli Teri poti chud gyi muslim seek aur jodha bai chudihahaha,1
Daud Ibrahim and tiger memon are real tigers he is a cat in front of them hahaha ,1
abe haramoyi salo yaad rakhna ek din muslim ki hoqumat aaegi,1
He is enemy of islam,1
murderer,1
"akbaruddin agaya ha
 ab dakhna india banay pakistan",2
is liye sapna hi rahe gaya hamesha sachai ki hi jeet hoti hai juth juth hi rahega,1
Iss kutte ki gandi shakal dekh kar hi oolti aati hai Saala harami shakal se hi girgit ki aulad lagta hai,1
India ka no  chutya  bulleka ball thakre,1
jokar,1
kutta sala thackeray jinda hota to kuttey sey gaand marwata isski,1
This Man Always Played Communal  minded politics and always work against Muslims community this man responsible for  demolish of Masjid,1
Not good,1
"Court systemJudgement Aur Samvidhan ko nhi mante aur Desh ki baat krte hai
corruption ko badhawa de rhe hai
So Called Desh Bhakt",2
very badhis being so religioushindu muslim sikh e sai aapas mei hai bhai bhaijai hind,1
sala kuta hindu,1
Isko leader ni bhai Gadha kahtay hen real leader wo ha jo sub ka sochta ha Like as Ghandi,1
ppl r clapping not for respect but thinkung what comedian this man is,1
Dawood Ibrahim real tiger under world balasheb thackrey in rat,1
Chutiya Divide and Rule,1
is video se hum ye sikhate h ki jab dharam ki baat aati h to   tarah ki thought ways aap asaani se dekh sakte hpehla wo neta jo dharam ke naam par apni roti sekne ke liye communal riots ko hawa deta rehta h aur humdard hone ka dikhawa karta hdusrewo chutiya public jo in jaise pakhandi neta ki baat me aakar communal riots ko anjaam dete haur tisre Rajat sharma jaise wo dabe huye log jinhe ye sab samajh me aate huye dheere dheere kankar marte rahte h in done ki think par taaki kam se kam thora to daya kare samajhdaari dikhayejaa re india ke publicdharmandh ho gaye h,3
This min I felt am not in democratic India and am happy that he is not on this planet in my time now,1
ache Huwa Mar gaya bhosidi ka,1
Idont like Thackeray,1
Evil enjoying in hell with fire and big big snakes hell man,1
I proud to be I am Muslim Mim zindabad,3
Lion nhi lorra mera,1
A great hero but tragically hell not not be remembered but we India will observreve unneccessary holidays about nd october and all His Bday and Dday should be observed as natioal holiday he should have been the PM long ago and that would have changed the face of our nation completely today,3
He never had any communal riots ever in his ruling constituencies,1
"wonderfull interviews n great personality Shri Bala Saheb Thakre this vid should revised  times thx msg to youth n leaders is great  Join RSS today thx India Tv n thx Mr Rajat Sharma G thx thx thx
i am kamaljeet Singh janda from Punjab Punjabi n Marathi both are real friend long time Marathi Marta hai yan MArta hai Punjabi sirf Kaaata hai",3
Miss this manwonder if we could ever get him back again,1
amazing personality whatever may be his ideology liked his straight forwardness and love towards maharastra,1
Classy,2
Bal thackeray nahi hai tabhi toh bahut fudak rahe hai mumbai mein aimim,1
One of the best boldest and truthful interview of any political leader in India ,3
last question n ans was awsum,3
Thank you India tv for showing us this great mans legacywe the young stars have a great to learn from him                        feeling motivated by his words of courage,3
"balasaheb ji we need a man like you today
respect",2
question to Balasaheb Thackeray was the entire city of Mumbai trembles when it hears your name is that true Thackeray wittily replied Why not Do you think it will tremble at your name,2
miss u a lot,2
BALASAHAB JEE NE BAHUT HI ZABARDAST JAWAB DIYE,3
Itne salo baad bhi Aaj Bhi inki baat bilkul shi beth thi h more power to hindu saviours shiv sena RSS VHP Bjp,3
Great ManTiger among menJai Shri Bal Thackarey SaabMiss ur manlinessstraight forwardness  truthfullness in the current world,1
THE TIGER WITH GUTS,3
well done thakray jihe is tiger ,3
Thanks for sharing an old video  ,3
ABSOLUTELY FANTASTIC ,3
Random but  I think that woman at  is quite sexy in her black blouse,3
Modi is having aatma of bal thackeray and mind of advani,2
The most straight forward man ,3
This man saved mumbai,3
Aaj ke sabhi domuhi baat karne wale potiticiansnetao ko aap kaya kahege Bala ji ne anpe dil ki baat sachai se ki Chahe kuch be bolo magar bolo dil se or sach bolo Chahe galat hi kayu no ho Bala ji ek sache saf suthre insan thei,1
Awesome ,3
Maharashtra cha baap ani Mumbai cha vagh,3
WOW Nice flash back,3
we really missing you balasaheb ,2
True politicians RIP Bala shaheb ji,3
great man,3
Where can we see the old episodes starting since the first episode of Aap ki Adalat,2
Shivsena  ka wagh yaani tiger  jab jiye balasaheb aapne aandaaz mein hi jiye kabhi aapni baat se palte nahi aap humesha yaad rakhe jayenge,2
Balasaheb is a legend An inspiration A real tiger,3
The Man The Myth The Legend,3
awesome,3
No words to discribe u Amazing sir I miss u alot ,3
kash aap aaaj hote to wo kutta owasi aj bhokta nahi  salute u sir ,3
Million Salutes,2
BALASAHEB we miss you but you are still there in our Heart,3
thank you india tv,3
Jay balasahebnice,3
we miss you sir,3
I salute thanks bala saheb ,3
"A true lion of dis country
A gr man
respect cnt frgt dis person",3
plz uplode full episode,2
"I guess
At some pointshe was right like he said we all shouldve equal rights He sounds communal but in reality many people got him in a very wrong manner ",2
Great persontrue hero,3
Hello,2
Salute to alfa lion,2
fantastic,3
my respect,3
A MAN WITH A TIGER HEARTA LONG SALUTE TO YOU,3
Jai shree ram,3
Balasahab The Tiger,3
"very energetic interview  
we all love u BALA saheb
we proud of u   HINDU  ROCKS",3
Please upload Atal Ji wala episode,3
Great leader,3
Honour to watch uu shall always be in our heart,3
He always speak from his heart and sometimes truth is bitter,3
Hindu King Balasaheb Thackeray,3
balasaheb ypu r gr,2
True Tiger by heart,3
what nonsense taking really I am bother,1
I love youmanSeriously Dashing Presonality,3
He was a legend unlike the aristocratic politicians who speak something and act differently,3
at  he confirms how much respect he had for the law of the land,3
Haha N Ram ki le liall leftist journos beaten up interview was rocking,1
V interesting ,3
Ka re durava th jan,2
Inshallah one day babri masjid build on same place ,2
Thanks for sharing yohr point of viewsthats reflect true india i guessn plz dont say hindu in bangladesh is in dangerwe muslims respect others religion not out of respect or anything we respect because Allah commanded in Quran to respect others thoughts n beliefsnationalis what u r glorifying so widely that also goes for kashmiras u people love your land u can die for that other feel the same way,1
nice,3
you rock,3
respect,3
straight forward answers by our balasaheb,3
tiger,3
I hated him all my life because of being north indianBut after seeing him today I have become his fanHe was a great manWe need people like him todayHe was really a patriote,2
Its very nice to listen balasahab ,3
missing u balasaheb,2
Sher admi,3
Lovely and Best of All Episodes  No   Sach mein sher they shri Balasahab Thackrey  Excellent View ,3
one no speach,2
He was tough very tough man ,3
ratte par rahe honge abhi uper,3
 no,1
Jai shri ram,3
Hats OFF,3
Sala Mar gya kafir jhnnum me yaad kar rha hoga kafiro ko,1
really a true tiger,3
missing you India need a great leader like Balasahaeb God bless,3
Guy sitting in blue shirt looks exactly as Mitchell Johnson ,2
bala saheb amar rahe,3
A True Inspiration,3
No Matter what other people have views towards bala saheb and his party but for me  i never came across such great personality with attitude which is quite different  Maharashtra is blessed to have such great personality born here  lastly Bala Saheb Thackeray tumhi mann jinkla amcha ,3
Sakil sidhiq comade,1
Jay ho,3
Speaks his mindreal tiger,3
Real Tiger of World Balasaheb Thakrey love n respect for him a lot love u sir ,3
We miss you balasaheb Hope you were here ,3
desh ka sher balasahebji love you lots ,3
great persongod knows how much time it will take for another balasaheb to come back to motherlandlong live balasaheb,3
Honest man and clear cut answers  That is why his most trusted guard was a muslim,3
Chand tu kis ka hai karwachuth bhi tera ramzaan bhi tera,3
g,2
Jai Maharashtra Ahet bahuu hotil bahuu pah ha sama hach Mardangi geli veshivar tumhi Shiv Senat nastana,3
Haramjada,1
the great hindu hriday samrat balashaheb ko shatat pranam,3
Real Hero,3
Tiger will always be tiger,3
Real tigerwe dont have a leader like himmodi should follow his footsteps,3
Porrano sambhalun comment karaghussel nantr,3
Rajat jhi I am an south indian and bade mushki se hindhi seeka  lekin aap ka program tho la jawab hey,3
kalli kaan ka ki,2
bahot bekar show hai band kar de,1
On Nov th they uploaded Atal Bihari Jis episode Now they have removed it   Does someone have the link to the video please I will be very thankful ,2
Maine  salon mai pahily bar suna Balasab no ager  sal pahle suna hota to mai unke pass chala jata HARI BOL,2
Babri Masjid k neeche mandir thakya inhe jaake dekha tha ya phir iske koi khaandan wala dekha hai ,1
hats off to you my favourite hindu samrat Bala Saheb Thakre  Asli indian REAL DABANG,3
It was good to hear at least he is a realist Respect for clear tongue,3
Balashaab is great,3
Ultimate must watch ,3
we are the slave of votes sach to bole,1
I disagree with many things but cant stop admiring him for his frankness,1
Janta Raja,3
patrkarnchya babtit he vichar aaj he kiti prabhavi ahet doan oolinchya madhil vichar m vachato kai vichar aahet aabhimaan aahe saheb jai maharastra,3
I am surprised seeing video that how can any civilised crowd Or can applause such regressive remarks by Thackeray Still long way to go ahead India,1
Real lion in indian politics,3
hahahahahahahahahahahahahahahahah ,2
The Onlyman who Procrastinated the BJP And Saved Mumbai,3
I am marathawatching bala sahaeb true baap of indiabalasahebsupreme court,3
Balasaheb blunt as ever ,3
Most people dont realize that it takes serious guts to speak such ugly truths in public I mean which politician other than Balasaheb Thackeray will dare say that our democratic system is crappy No one not even Narendra Modi can afford to be so outspoken in todays SISSY politics of India,3
First person I ever seen in AAP KI ADALAT who spoke fearless and without any hesitationYou are great Bala Saheb,3
What an nationalist explains why media hounded him and hated him as they do to all nationalists All thoughts are clear and straightforward Never an apologist whatever he does says did with pride takes a heart to say not minding its political correctness,3
Raj thackeray had an audience  times bigger than thisguess aap ki adalat was new at tv shows that time,3
People says that he was a real TIGER and now I really found that he was animal  not a human ,3
Balasaheb true nemesis of illuminatiHe saw ISIS coming long back ,2
very nic,3
I am a muslimand after wathng dis I am starting to have much respect for this guyits good to knw sme are fighting for a cause which they believe in,3
fakt Balasaheb,2
jai bal takre  sahi bola mullo ki ma chod dege hum hum  ,3
He is Hinduhriday samrat and he was the only one tiger who fought his whole life for Hindus rest all including BJP and their leaders are show off,3
THE REAL HINDU HRIDAY SAMRATTHE ONE AND ONLY DEAR BAL THACKERAY   ,3
between  and  he proves how childish mentality he had Teri saari meri saari se safed kyu kinda,1
Oy faadu Gorav to hai hi  Dum chaiye bolne ke liye ,2
"He raised a great point  Vote bank politics
The govt sponsors plane tickets to Indian muslims to fly out to Hajj  the congress did that to gain votes
SO who is fueling communalism here the s congress govt",3
Judge was wearing a fake beard what a troll,1
Hindu lion Every hindus must watch this video He should have been Indias PM,3
He just wanted to spread hatred and wanted to enjoy power He didnt do anything for marathies also Good that these people cant survive much in India,1
Whatelse anybody expect from this rioter Aise log kisi ke bhi nahi hotay hi inka kaam sirf dangay phailaana hota hi  Accha hua mar gaya sala,1
kaushal singh gautam ,2
ek kutta,1
MR balasaheb thackeray is not dead he Surely alive in our heart and ROARING like a Lion      very inspirational for youngsters ,3
We have second largest breed of homosapians in the world,2
Cant see the trademark sycophant expression on Rajat Sharmas face the expression which fetched him Padma award,2
Once balasaheb challenge sant jarnail singh bhidrawala dare him to come to Mumbai he replied I am coming be ready and then he went and roar like a lion no shivsena could stop himYouTube the video having said that I like this guy his true nationalist ,3
Pagal ki bache,1
JABB OH KEHTE H HUM MUSALMAN H TOH HAME BHI KEHNA PADTA H HUM HINDU H THATS WHAT TODAYS MEDIA NEED TO UNDERSTAN ,1
I AGREE   AND I WATCHED UP TO  ONLY REST TOMORROW HINDU  MILITANCY FOR SELF DEFENSE  PROTECTION ENEMY WILL THINK HUNDRED TIMES BEFORE ATTACKING HINDUS ABSOLUTELY RIGHT,2
I have never seen that whenever Mumbai is in danger terrorist attack flood and shiva sena came out and helped people Balasahaeb doesnt believe in judiciary he is in favor of corruption misuse of power violence suppressing other community I dont know what kind of country he wants He could not talk about anything positive which Shiva sena did,1
bal thakry tu ab mar gya tu hari party phely jakar tere nawasi ko marin q ky us ny muslim ky sath shadi ki hy is bal thakry ki any ghar main e nai chalti hy ye jhuta hy bohat bara ,1
Jise kehte hain na dil khush ho gaya Rajat Sharma  kehte hain blast k baad riots mein Shiv Sena ka hath tha  Bala Saheb nahi Paon Paon Tha Loved itWe Miss U  Neither Uddhav nor Raj is close to ur charisma,1
"After this interview the host Rajat was threatened to death by fitting car bomb
So wicked these people are check the Aap Ki Adalat  years video for Proof",2
He was the real hero of this country  listen to barristor mohan dass karam chand gandhi ek mahatama ban sakta hai  listen to every statement he spoke he was amazing  guts  courage  management  brave heart hope  udhav or his son will inherit some from him,3
Shameful People like Bal Thackeray and his Shiv Sena party are an insult to India Its shocking how such a filthy communal based party that promotes the idea of the so called  Hindu Nationalism and terror is allowed to exist,1
I hate people who divide India based on religion or language ,1
love him or hate him  you cant ignore him Ek tha Tiger Legend without him Mumbai was lost to Muslims ,3
bomb fatne ke baad kya hum chup rahenge masjid shahid karne ke baad kya him chup rahenge,1
He was the real enemy of Muslims  He was proud to take Babri masjid demolition responsibility   Because you just have some stupid symbolic proofs which is completely fake  He was always trying to spread violence between Hindu and Muslims    He was a real criminal minded ,1
Who is the woman in black,2
who destroyed masjid He will be never happy mandir masjid no difference ek din tera insaaf rabb karu No humanity ,1
true tiger,2
aaryans north indians  ARE ALSO CIVILISED PPLS LIKE MUSLIMS AND OTHERS  THEY ALSO NOT A REAL INDIANS  DRAVIDIANS ARE REAL INDIANS THEN WE CAN ALSO ASK THEM THIS SAME QUETION  AND hindu THIS WORD IS COMMONLY USE FOR BOTH  THERE ARE MANY CASTS ANCIENT INDIANS WAS PRESENT BEFORE hindus IN INDIA AND IN MAHARASHTRA ALSO  MAHARASHTIAN CASTS WHICH RELATES TO DRAVIDS  MAHAR MATANG KAYKADI PAARDHI BHILLA  WADARI AND  MANY AADHIWASI CASTS etc,1
you are takig so disgusting,1
ye bhenchud khe raha hy india ka qanon jo mainy wo india main rahy ye koty ka bacha khud e india ka qanon nai manta to is ko q indian media aur awam suport kar rahy hy ye khe raha hy main indian court ko nai manta to ye khud gadar how india ka jo ayn ko nai man raha is ki nwasi ny ek muslim ky sath shadi ki hy aus ko ye rok nai saka ary india ki awam is admin ky dogly pan ko samjho jis ki apny ghar main nai chali wo india ki awam ki bat karta hy zara socho dimag sy jazbat sy nai aur mujhy pta hy ab koi jahil mujhy galat kahy ga par main aqal mand hindun ko khe raha hun zara soch is admin ka apny ghar main kiya izat hy pher agar tum ko sai lagy to is ko man na ,1
Raj Thackeray isnt even close to him Raj should learn from him if he wants to progress ,1
I have one question the way questions are being asked by keeping in mind or proving it that muslims are already culprit and responsible for everything this is biased interview i dont think its a very fair program why dont you ask that is there any prove against Muslim for all riots or bombing ,2
AT  BALA JI GAVE A BRILLIANT ANSWER TO STUPID LOOKING RAJAT  AGAR LADKE MEIN DUM NAHEEN AUR PHIR BHI USE GADDE PE BITHA DO TOH WOH DYNASTY HAI JAISE KI SONIA KAA GHONCHU BETA RAHUL CONGRESS PARTY MEIN BALA SAHEB NAILED RAJAT WITH FINAL SLAP VILLAIN KAA ROLE HEE MILEGA,3
such a corrupt politican should never be born ,1
It was due to the fear of Shiv Sena that Indian muslims stopped shouting Pakistan Zindabaad slogans in cricket stadiums ,1
